Date,Time,In_Temperature,In_Humidity,SB-51-00,SP-11-00,SP-19-01,TGS2602-B00,TGS2620-C00,SP-31-00,SP3S-AQ2-01,Intensity
3/2/21,09:08:08,25.11304392,49.56466011,0.130380687,0.047066809,0.002681495,3.186844889,0.727482228,0.150051238,0.435739893,3
3/2/21,09:28:13,25.12239007,49.51283029,0.131268268,0.045472913,0.002375217,3.188557546,0.727994775,0.150313762,0.435214845,3
3/2/21,09:48:10,25.12328018,49.51135526,0.128718034,0.043710252,0.001756411,3.188613801,0.730094967,0.150595037,0.435471119,3
3/2/21,20:06:46,25.16030874,52.01810737,0.067268659,0.081694979,0.020108091,3.451800397,0.728719841,0.138887716,0.429514323,4
3/2/21,20:26:46,25.15033951,52.00142418,0.066262316,0.080638633,0.01943928,3.4512941,0.729169882,0.139218996,0.429145539,4
3/2/21,20:46:49,25.14882633,51.94018463,0.065249724,0.079526031,0.018751717,3.450906565,0.730695022,0.139550276,0.430720684,4
3/2/21,21:06:53,25.1469571,51.88291244,0.065581004,0.078838468,0.017839133,3.453400543,0.728832352,0.139775297,0.428520482,4
3/2/21,21:26:56,25.1477582,51.77752346,0.06454966,0.076181975,0.016976554,3.448418837,0.733857812,0.140294094,0.434771054,4
3/2/21,21:46:59,25.15069556,51.69390402,0.064974699,0.074544325,0.016582768,3.447012458,0.735664227,0.140612873,0.436302445,4
3/2/21,22:07:02,25.14499886,51.62747641,0.066393579,0.073112944,0.016213984,3.445418562,0.736333038,0.141037912,0.437315037,4
3/2/21,22:27:04,25.13778897,51.54629842,0.066524841,0.070712724,0.015995214,3.442168265,0.740277149,0.141425448,0.440827859,4
3/2/21,22:47:07,25.12862084,51.4908573,0.06684987,0.069243839,0.015657684,3.440624374,0.74105222,0.141806733,0.441509171,4
3/2/21,23:07:11,25.13636479,51.40973017,0.067337415,0.067656194,0.015088881,3.439530523,0.741677278,0.142263025,0.442227987,4
3/2/21,23:27:13,25.13182523,51.3322652,0.066543592,0.065499747,0.014395068,3.436949037,0.744465033,0.142694314,0.445265765,4
3/2/21,23:47:16,25.12132194,51.28277511,0.066881123,0.06379334,0.013720006,3.435167624,0.745427621,0.14308185,0.446109593,4
4/2/21,00:07:25,25.15443402,51.09661504,0.06684987,0.061374369,0.012526147,3.431067249,0.748240378,0.143700656,0.450991289,4
4/2/21,00:27:25,25.15354391,51.01253783,0.067487429,0.059467944,0.011913591,3.428091976,0.748709171,0.144075691,0.451560092,4
4/2/21,00:47:26,25.14081534,50.94351619,0.069718883,0.057411506,0.011969846,3.424429141,0.750753108,0.14440072,0.452997723,4
4/2/21,01:07:29,25.13894611,50.87032375,0.071194018,0.055836362,0.012044853,3.420285011,0.751334412,0.144675745,0.452978971,4
4/2/21,01:27:31,25.12924392,50.83751685,0.072381627,0.054736261,0.011807331,3.420541285,0.75077186,0.144794506,0.451128802,4
4/2/21,01:47:37,25.14037029,50.73233132,0.07438806,0.053029855,0.011538556,3.417365994,0.751765701,0.14526955,0.452778953,4
4/2/21,02:07:34,25.11633733,50.74647135,0.076625765,0.051998511,0.011932342,3.414428225,0.751321911,0.145394561,0.450772519,4
4/2/21,02:27:44,25.14250655,50.62862084,0.079494778,0.051148433,0.011507304,3.414428225,0.750284316,0.145894607,0.450591253,4
4/2/21,02:47:41,25.12630655,50.59840798,0.080738642,0.049629544,0.011563559,3.4130656,0.750815614,0.145982115,0.449534906,4
4/2/21,03:07:47,25.12167798,50.52648712,0.081857494,0.048516942,0.01091975,3.411446702,0.75065935,0.146407154,0.449934943,4
4/2/21,03:27:52,25.13218128,50.43147428,0.082151271,0.047098062,0.010113426,3.409727795,0.751046885,0.146807191,0.450347481,4
4/2/21,03:47:52,25.11295491,50.40990819,0.083163864,0.045816695,0.009682136,3.408521434,0.75033432,0.147057213,0.448797339,4
4/2/21,04:08:01,25.13049007,50.29302408,0.088808131,0.044985369,0.010238437,3.406758773,0.749165463,0.147244731,0.447372208,4
4/2/21,04:28:02,25.13182523,50.19485771,0.087639274,0.042841422,0.009363357,3.405283638,0.751778202,0.14767602,0.449953694,4
4/2/21,04:48:07,25.12835381,50.09180845,0.086489168,0.040859991,0.008063238,3.403133441,0.753178331,0.148282326,0.451891372,4
4/2/21,05:08:08,25.11250985,50.04562448,0.08453899,0.038934815,0.006631857,3.400270679,0.754222176,0.148826125,0.452797705,4
4/2/21,05:28:17,25.12773073,49.91933064,0.083213868,0.037409675,0.004887948,3.398839298,0.754290932,0.149488686,0.454304093,4
4/2/21,05:48:22,25.12853183,49.79298594,0.081507462,0.035584508,0.003206544,3.397070386,0.755159762,0.150019985,0.455447948,4
4/2/21,06:08:22,25.09835711,49.76572315,0.080526122,0.033803095,0.002025185,3.395332727,0.755609803,0.150438773,0.456085506,4
4/2/21,06:28:35,25.12728567,49.59716182,0.081601221,0.032621737,0.000631308,3.395757766,0.755147261,0.150995074,0.456554299,4
4/2/21,06:48:34,25.11064062,49.53556624,0.082607563,0.030990337,9.38E-05,3.394695169,0.755003498,0.151257598,0.45557921,4
4/2/21,07:08:40,25.10503293,49.45301493,0.083582652,0.029515202,0.000912584,3.392788744,0.755184764,0.151626382,0.456085506,4
4/2/21,07:28:44,25.11357799,49.38704509,0.088795629,0.028990154,0.00065006,3.394407642,0.752215742,0.151657635,0.451991381,4
4/2/21,07:48:49,25.11740546,49.28999771,0.091177098,0.027771293,0.001106351,3.393476307,0.751815706,0.152001416,0.451378825,4
4/2/21,08:08:51,25.10894942,48.15182727,0.040584966,0.000962588,0.008169498,3.288254174,0.861494497,0.158026968,0.584972306,4
4/2/21,08:28:58,25.11339996,48.84565499,0.060868073,0.013401227,0.008438273,3.362035929,0.794994659,0.155964279,0.507771488,4
4/2/21,08:49:06,25.11971974,48.87490145,0.066574845,0.015638932,0.009819649,3.373799506,0.778168118,0.155801764,0.49021363,4
