,Date,Time,In_Temperature,In_Humidity,SB-51-00,SP-11-00,SP-19-01,TGS2602-B00,TGS2620-C00,SP-31-00,SP3S-AQ2-01
0,02/06/2021,00:16:38,39.773416240685634,23.71709773403524,0.036822121165877686,0.10959753395391392,0.002478351899893247,0.25182930566152884,0.028205707309629124,0.001365750038150447,0.12434263390813372
1,02/06/2021,00:36:38,39.69642175936522,23.720098675008263,0.03714090035098572,0.10459082557607191,0.0021970761483289525,0.16597769571188775,0.025883619716161377,0.0012344880207538558,0.12134860979703954
2,02/06/2021,00:56:38,39.6191602451616,23.735510287123937,0.03713152449260004,0.1044439371280328,0.0022314542957424383,0.1673184434610101,0.025574216389440796,0.0012719914542957539,0.12119859606287209
3,02/06/2021,01:16:38,39.54866356399888,23.733628341090004,0.03817849534564388,0.10134990386082743,0.0020314359835190005,0.1313932794140088,0.023911564169082578,0.0011657317259270508,0.11879212574393394
4,02/06/2021,01:36:38,39.47727677322551,23.7465985097022,0.00035628261864806277,0.002028310697390845,0.00015938959255298868,0.03294051579429269,0.0014501327636193828,7.188158095530056e-05,0.001725157942927158
5,02/06/2021,01:56:38,39.38123394623737,23.7589074540322,0.00034690676026283285,0.0019408026857929972,0.00012501144513960005,0.027693160384556825,0.0011251030062569,6.563100869835109e-05,0.0016689027926142241
6,02/06/2021,02:16:38,39.342603189135566,23.72020040182091,0.00034690676026283285,0.0019408026857929972,0.00012501144513960005,0.027693160384556825,0.0011251030062569,6.563100869835109e-05,0.0016689027926144462
7,02/06/2021,02:36:38,39.31848121868722,23.669336995498597,0.00025002289027886704,0.0014782603387759607,0.00010625972836869613,0.023795928582328485,0.0009688386998321086,1.875171677094556e-05,0.0011969845872119578
8,02/06/2021,02:56:38,39.25145596500598,23.67330434119173,0.0004625423470163703,0.0018814222493517274,0.00010938501449715698,0.02073627346253648,0.001390752327178335,5.9380436441304474e-05,0.0015282649168320006
9,02/06/2021,03:16:38,39.17188016581471,23.693700567126974,0.0005125469250724102,0.0018220418129102356,0.00011876087288265058,0.16795287654509386,0.0015157637723179906,6.250572256980003e-05,0.0012626155959103436
10,02/06/2021,03:36:38,39.101294473690906,23.689885811652804,0.0005125469250719661,0.0018220418129100135,0.00011876087288265058,0.16795287654509386,0.0015157637723179906,6.250572256980003e-05,0.0012626155959105656
11,02/06/2021,03:56:38,39.10316370387325,23.602960250247968,0.006488094002746081,0.0013813764687933272,0.00020001831222345168,0.3741873828780711,0.005569259880970456,0.00011251030062570111,0.005075464672668506
12,02/06/2021,04:16:38,39.08918898298621,23.55738663818316,0.006488094002746081,0.0013813764687933272,0.00020001831222345168,0.374187382878071,0.005569259880970456,0.00011251030062570111,0.005075464672668506
13,02/06/2021,04:36:38,38.99074286004933,23.581495892779945,0.0008750801159767008,0.0021970761483294243,0.00014376316191060112,0.0038378513657866507,0.0015438913474743465,6.250572256980003e-05,0.0017720372348546398
14,02/06/2021,04:56:38,38.81610335444165,23.67081203428194,0.0006344330840835077,0.0015720189226311465,2.187700289950356e-05,0.02459912711735085,0.001422005188463249,6.563100869825395e-05,0.0017407843735692818
15,02/06/2021,05:16:38,38.7018132804354,23.720047811601944,0.0013344971768654013,0.007091274225544897,0.0004094124828322443,0.048191912101327644,0.004512913169540944,0.00023752174576530116,0.005994298794444353
16,02/06/2021,05:36:38,38.59437705043107,23.749599450675216,0.0006719365176248715,0.0023283381657250857,0.00012188615901115307,0.00340031130779795,0.0013813764687928831,9.375858385470004e-05,0.0020251854112613987
17,02/06/2021,05:56:38,38.494684774039314,23.779557996999067,0.0006719365176248715,0.0023283381657253077,0.00012188615901115307,0.00340031130779795,0.0013813764687928831,9.375858385470004e-05,0.0020251854112616208
18,02/06/2021,06:16:38,38.38493425904732,23.83128608122886,0.0001500137341676755,0.00029065160995012107,6.250572256974452e-05,0.0041378788341218005,0.00023439645963652112,6.250572256998044e-06,0.0009469616969328687
19,02/06/2021,06:36:38,38.30660461331096,23.837847460644443,0.000568802075385122,0.002518980619564015,0.00014063787578209863,0.007069397222646151,0.001118852433999784,8.750801159775057e-05,0.0024627254692506373
20,02/06/2021,06:56:38,38.2021947559828,23.872790620787885,0.00035003204639094676,0.002253331298641692,0.00012813673126810254,0.004984831374942749,0.0015782694948878184,5.625515031280198e-05,0.0018782969632229474
21,02/06/2021,07:16:38,38.110869509931085,23.89659469494672,0.000865704257592359,0.002003308408362603,0.00010938501449719862,0.004262890279261397,0.0013532488936365272,5.9380436441297535e-05,0.0015407660613460106
22,02/06/2021,07:36:38,38.04455634393835,23.906818239617515,0.0008657042575928031,0.002003308408362603,0.00010938501449719862,0.0042628902792614005,0.0013532488936363052,5.9380436441304474e-05,0.0015407660613457885
23,02/06/2021,07:56:38,38.07437501589481,23.8097199969482,0.0016188982145592945,0.0027346253624294103,8.12574393408011e-05,0.0160358431252861,0.002590862200518629,6.250572256998044e-06,0.0011657317259263777
24,02/06/2021,08:16:38,37.98322779176521,23.843849342590467,0.00024064703189363712,0.0018001648100107737,0.00010000915611170502,0.00440977872730045,0.0009625881275754367,2.187700289944805e-05,0.0009438364108038666
25,02/06/2021,08:36:38,37.974059662775616,23.776811373057644,0.0002406470318940812,0.0018001648100109957,0.00010000915611169114,0.00440977872730045,0.0009625881275754367,2.187700289945499e-05,0.0009438364108038666
26,02/06/2021,08:56:38,38.0394827191577,23.65723150479388,7.18815809550577e-05,0.0011844834426981699,2.500228902795054e-05,0.0007844468182511997,0.0004000366244467646,1.8751716770952498e-05,3.125286128335958e-06
