In_Temperature,In_Humidity,Out_Temperature,Out_Humidity,SP-19-01
40.02745352,20.39536126,30.44340495,30.266021,0.071244023
39.87408764,20.49937692,30.39164063,30.34860841,0.071275275
40.0207777,20.36011292,30.36749349,30.02115744,0.071112761
39.85975687,20.46122937,30.26886719,30.24011842,0.071187767
40.01196562,20.30609598,30.23042318,30.16456816,0.071025253
39.82548765,20.43681493,30.06201823,30.08708712,0.071019002
40.01570408,20.24724702,30.00889323,30.23786707,0.070650218
39.83981842,20.36474149,29.77865234,30.28366739,0.07056271
40.01828539,20.179853,29.75295573,30.28298073,0.070181425
39.96657003,20.20080873,29.61670573,30.32408108,0.069975156
40.01792935,20.12308944,29.61775391,30.50108643,0.069668878
40.00181837,20.10986496,29.61945964,30.51350123,0.069487612
39.98134585,20.10304926,29.56535807,31.20017496,0.069312596
39.95161618,20.10167595,29.45364583,31.09653248,0.069187584
39.89589532,20.13122759,29.39192708,31.15068339,0.069093826
39.82557666,20.17146054,29.29082682,31.26128441,0.068950063
39.74279647,20.19684138,29.18460937,31.44556597,0.068787548
39.6699855,20.23737952,29.07450521,31.65656952,0.068712541
39.58720531,20.2756288,29.00214844,31.79195994,0.068600031
39.50006358,20.3348338,28.89113281,32.04911753,0.06848752
39.42725261,20.3744564,28.7915625,32.30197127,0.068275001
39.34910099,20.41916533,28.71260417,32.81169143,0.068187493
39.27593398,20.4622975,28.66828776,33.07829909,0.068143739
39.19822741,20.51112637,28.57492187,33.63411802,0.068031228
39.13547468,20.55720862,28.51233724,34.06565587,0.067906217
39.08278019,20.59377941,28.48447266,34.48699947,0.067856212
39.0551868,20.62109305,28.28263672,36.06070015,0.067799957
38.87022202,20.77007197,28.00231771,36.96850375,0.067712449
38.7084891,20.92337428,27.96925781,37.48023032,0.067668695
38.65472648,20.98629231,27.98349609,37.59302077,0.067687447
38.66852318,21.00536609,28.08250651,37.53760759,0.067624941
38.68721548,21.00724804,28.17535807,37.79869276,0.067687447
38.72451108,21.00511177,28.2046224,37.72357316,0.067706199
38.7864627,20.96391241,28.42207031,37.51128305,0.067781206
38.80862643,20.97301696,28.29888021,37.79637954,0.067868714
38.91134508,20.92220442,28.5351237,37.41479926,0.068056231
38.9626154,20.90689453,28.51423828,37.10530857,0.068174992
39.02047252,20.88919407,28.71347656,36.7966851,0.068293752
39.11571425,20.83782203,28.78510417,36.77726405,0.068387511
39.21540653,20.78121106,28.85349609,36.5952442,0.06859378
39.37865263,20.66315709,28.90742839,36.82101759,0.068793798
39.41915262,20.66122428,29.073125,37.9556703,0.068906309
39.49890644,20.63035019,29.13511068,37.12909525,0.069118828
39.57883828,20.59138883,29.30401693,36.1144731,0.069225088
39.67096462,20.53523562,29.41489583,36.18276828,0.069368851
39.76852064,20.4757763,29.59172526,35.81412562,0.069343849
39.8794283,20.41255309,29.55215495,35.91388743,0.069400104
39.97618321,20.36072328,29.62341146,35.4498347,0.069668878
40.00991836,20.35614557,29.66419271,35.26775809,0.069850145
36.74953587,24.48706798,28.16218099,37.47474468,0.085607838
39.14633402,22.02487221,29.80416667,34.74031457,0.081351198
40.03181506,21.18537168,30.40296875,33.96125354,0.079507279
40.04036011,21.17474123,30.7550651,33.64958562,0.079094741
40.0516645,21.1575494,30.94932292,33.58580482,0.07896973
40.0459678,21.17733527,30.98105469,33.55604131,0.078925976
40.04409857,21.18684672,31.04973958,33.42566333,0.078900974
40.03368429,21.19946085,31.05934245,33.64569599,0.078819716
40.05184253,21.19727372,31.09446615,33.83779056,0.07875096
40.05709417,21.2163475,31.08182292,33.80949053,0.07863845
40.04481066,21.24773022,31.10336589,33.55306344,0.078575944
40.05255461,21.2423387,31.06912109,33.33117024,0.078519689
40.04098319,21.26914371,31.0588151,33.17485422,0.078400928
40.04454363,21.28109662,30.99919922,33.19340662,0.078213411
40.04748099,21.28603037,30.98842448,33.19499175,0.078138404
40.04988429,21.29355815,30.93529297,33.37930941,0.07798839
40.05380077,21.30245925,30.9111263,33.33607911,0.077832126
40.03564253,21.30134025,30.83969401,33.51719265,0.077669611
40.04454363,21.3083594,30.77033203,33.92389486,0.077482094
40.04587879,21.30749472,30.74904948,33.38682879,0.077300827
40.03475242,21.32509346,30.70567708,33.52265079,0.077200818
40.04400956,21.32784009,30.66889974,33.8442341,0.077038303
40.03831286,21.34538796,30.64917318,34.47904874,0.076875788
40.02905572,21.37280334,30.52426432,35.45400671,0.076707023
40.02923374,21.39152107,30.48180339,35.77093801,0.076557009
40.02789858,21.41868213,30.42333984,36.08148238,0.076381993
40.0377788,21.44080771,30.35192708,36.49349689,0.076175724
40.02683045,21.46954554,30.0855013,37.34714912,0.075963205
40.0337733,21.51079576,30.06100911,37.63393511,0.075756936
40.02148979,21.55265634,29.98370443,38.07311642,0.075538166
40.0174843,21.59451692,29.78171875,38.74417571,0.075350649
40.02095572,21.62310216,29.69211589,38.99951081,0.075088125
40.01249968,21.6744742,29.74076823,38.840346,0.074906858
40.02602935,21.70661987,29.68217448,38.79780289,0.074763095
39.98900079,21.79288421,29.58145182,38.88650682,0.074631833
40.0174843,21.78850996,29.56432943,38.87549008,0.074431814
39.80421403,22.03896137,29.52113281,39.3991682,0.074506821
40.00297551,21.90391903,29.4164388,40.01540765,0.074144288
39.90292719,22.04735383,29.37087891,40.32013309,0.074075532
40.01837441,21.9874876,29.3734375,40.2720237,0.07383801
39.95081509,22.10513466,29.33505208,40.50851611,0.073719249
39.99621068,22.11403576,29.29029948,40.72841145,0.07351298
39.98819969,22.18254877,29.2969987,40.80452388,0.07340047
39.98277002,22.25731797,29.27065755,40.96827217,0.073325463
39.96888431,22.32359299,29.28552734,41.12807804,0.073312962
39.95793596,22.39368276,29.28775391,41.05858173,0.073319213
39.96496783,22.45070064,29.22009115,41.29841514,0.073325463
39.88672719,22.57312886,29.13117839,42.08640327,0.073337964
39.85414918,22.6719056,29.20280599,41.85536437,0.07340047
39.84738435,22.72231123,29.19335938,42.10732084,0.073437973
39.8559294,22.78502581,29.22061849,41.96999437,0.07350673
39.90915796,22.79316396,29.25265625,42.23700477,0.073550484
39.93025355,22.84097556,29.18804687,42.1409686,0.073712999
39.87497775,22.95602859,29.11145833,42.13714247,0.073781755
39.8681239,23.02978052,29.26380859,41.76687208,0.073756753
39.93105465,23.00968948,29.34894531,41.42939505,0.073831759
39.990692,23.02108288,29.48788411,41.39959889,0.073888015
40.01463595,23.04173342,29.65496745,40.99786481,0.07525689
39.95455355,23.1404593,29.50603516,40.69359828,0.076850786
40.0256733,23.11350169,29.48360677,40.9351417,0.076938294
39.99095903,23.21360087,29.75348958,40.73954722,0.07733208
40.01561507,23.21502505,29.86192708,40.36545911,0.07744459
39.92242059,23.37046362,30.01661458,39.56813442,0.078050896
40.02416012,23.29716945,30.06632812,39.41281408,0.078057146
39.95099311,23.41512169,30.14580078,39.30257811,0.078563443
40.02834363,23.37488874,30.18552734,39.37144403,0.078550942
39.95072608,23.50616719,30.26576172,39.29455464,0.078988482
40.0199766,23.45784695,30.32690104,39.24818612,0.07897598
39.99167112,23.53571883,30.43245443,39.16385782,0.079413521
40.02460517,23.54441647,30.47272786,39.10018697,0.079419771
40.02816561,23.57946136,30.56799479,38.88240544,0.079857311
40.04356451,23.61282775,30.58424479,38.79383338,0.079813557
40.04392055,23.67706823,30.63700521,38.7049836,0.080213594
40.03154803,23.71628392,30.61007812,39.65783807,0.080113585
40.02691946,23.80671906,30.54928385,41.70098749,0.080413612
40.04329747,23.84089927,30.54860677,41.8698087,0.08028235
40.0215788,23.95229012,30.53369792,41.74528869,0.080632382
40.03252715,23.98148572,30.48384115,41.74312947,0.08050112
39.97493706,24.12497139,30.45009766,41.52067023,0.080813649
40.01383485,24.11739274,30.4303776,41.66097209,0.080663635
39.94814476,24.26581216,30.3704362,41.03445934,0.08105117
40.02602935,24.22654561,30.38870443,40.9704263,0.08082615
39.94707663,24.35685766,30.35708984,40.3924604,0.081188683
40.03448539,24.29185423,30.30718099,40.31530773,0.080982414
39.94307113,24.44388495,30.28490234,40.14168152,0.081282442
40.02140078,24.38381526,30.24739583,40.07664677,0.08104492
39.90604257,24.53879606,30.19615885,39.92889971,0.0813762
40.03902495,24.44439358,30.15851562,39.82213149,0.08105117
39.9111162,24.59983215,30.09747396,39.66435515,0.081338697
40.01855243,24.50481931,30.08292318,39.5571157,0.081019918
39.86981511,24.66478472,30.01815104,39.52755635,0.081326196
40.01944254,24.53808398,29.91554036,39.6992165,0.080913658
39.86331731,24.70817121,29.83878255,39.70364247,0.081126177
40.01864144,24.57333232,29.74711589,39.89893209,0.080682387
39.85227995,24.74408077,29.58263672,40.01799193,0.08082615
40.02264693,24.59342336,29.5639974,40.02135388,0.08038861
39.89509422,24.72734671,29.57153646,39.95294094,0.080413612
40.01472496,24.62958724,29.4191862,40.26821233,0.080013575
39.87515577,24.77709112,29.32477865,40.76963729,0.080044828
40.01614913,24.65791816,29.30180339,40.88706359,0.07951353
39.96425574,24.71513949,29.20742188,41.23944916,0.079344764
39.9979909,24.70201673,29.30198568,41.15142629,0.079050987
39.92865136,24.79092597,29.19745443,41.2559946,0.078925976
39.97796343,24.7477938,29.26022786,41.1666334,0.078582194
39.95936014,24.78426286,29.21270833,41.20558136,0.078357174
39.93354696,24.84041606,29.2105013,41.28031808,0.078169657
39.90684367,24.86640726,29.11266927,41.50409735,0.077925884
39.87907225,24.90170647,29.12192708,41.43561291,0.077788372
39.84569314,24.94931462,29.11096354,41.54553906,0.077619606
39.8055492,25.01248697,29.03352214,41.80596963,0.07744459
39.77973602,25.05597518,28.96690755,42.01535716,0.077269574
39.74119427,25.11014471,28.95044922,42.24401187,0.077125811
39.68404924,25.18649068,28.95283854,42.49679169,0.076975797
39.66001628,25.23277638,28.80341797,42.88533098,0.076882039
39.63001958,25.28216475,28.85740234,42.70611731,0.076744526
39.59806465,25.32316065,28.90310547,42.65511804,0.076694522
39.57056026,25.3707688,28.89353516,42.78417738,0.076669519
39.55320312,25.42432797,28.85723307,42.81906156,0.07656326
39.52970423,25.44579232,28.80821615,42.91197073,0.076525756
39.5181328,25.4836347,28.75274089,43.96020168,0.076500754
39.49792732,25.54426388,28.69087891,44.47377277,0.076488253
39.47629765,25.61999949,28.66332031,46.13007837,0.076469501
39.42155591,25.71587701,28.61977214,47.04851184,0.076438248
39.3280944,25.85626001,28.51559896,47.99735816,0.076438248
39.21131202,26.02828005,28.37926432,48.29855087,0.076338239
39.14793622,26.13783983,28.37429036,47.76765425,0.076356991
39.13324941,26.18804201,28.35490885,47.45835758,0.076338239
39.12256809,26.26148877,28.34102214,47.22193952,0.076419496
39.11526919,26.29917856,28.33039063,47.08242445,0.076482002
39.12657359,26.31179268,28.37977214,46.80770573,0.076500754
39.15256479,26.3198291,28.40233073,46.4035805,0.076532007
39.16217797,26.37145546,28.42875,46.93184514,0.07667577
39.11971974,26.45588871,28.29783854,47.9177722,0.076713273
39.09079118,26.52892856,28.36674479,47.86258488,0.07678828
39.07592635,26.58574299,28.31874349,47.68311675,0.076850786
39.08464942,26.62226291,28.37701823,47.28955416,0.076875788
39.10645711,26.62633199,28.41759115,46.89602104,0.076882039
39.14348567,26.62734925,28.52072917,46.5393174,0.07700705
39.2103329,26.59042242,28.69379557,45.72174165,0.077069556
39.27629002,26.55761552,28.83598958,44.98451708,0.077107059
39.32711528,26.52155337,28.82158203,44.78860893,0.07721957
39.3694845,26.50568399,28.86991536,44.48709502,0.077257073
39.40384273,26.4820325,28.89711589,44.30460627,0.077269574
39.43802294,26.47572544,28.92509115,44.06129523,0.077375834
39.47407238,26.45736375,28.94632813,43.72615239,0.07744459
39.49178556,26.44708934,28.99067708,43.31213226,0.07744459
39.51154599,26.44083314,29.01569661,42.80497094,0.077457091
39.52979324,26.43691666,29.02804688,42.63096392,0.077457091
39.54821851,26.4264388,29.02031901,41.72406973,0.077450841
39.5205361,26.46626485,28.98226563,41.96987365,0.07744459
39.49961852,26.48279545,28.97356771,42.3840713,0.077425839
39.49320974,26.50456499,29.01208984,42.18500677,0.077432089
39.49116248,26.51499199,28.96929688,41.38560389,0.077425839
39.46072073,26.53579512,28.87901693,41.5246417,0.077382085
39.42805371,26.54810407,28.85690755,41.33250681,0.077275825
39.39182625,26.58579385,28.7835612,41.13923895,0.077238321
39.35105923,26.6053254,28.75480469,41.50825618,0.077144563
39.30664276,26.6390987,28.62645182,41.74005664,0.077082057
39.27005926,26.6641235,28.61736979,41.75384956,0.077069556
39.21540653,26.70237278,28.52964844,41.92998055,0.076982048
39.16840874,26.72017497,28.40285807,41.63629739,0.076888289
39.11215381,26.74082551,28.40748698,41.87210871,0.076882039
39.06275273,26.7768368,28.31771484,41.90674343,0.076800781
39.02501208,26.79926757,28.27901042,41.64880848,0.076694522
38.99323517,26.81528954,28.2226237,41.6458476,0.076600763
38.94160881,26.84311182,28.13644531,41.47200648,0.076513255
38.85918466,26.88395514,28.09707682,41.40248554,0.076469501
38.78601765,26.92479845,27.98554036,41.90875253,0.076319487
38.73893085,26.94656799,27.86611328,41.94736254,0.076150722
38.69762977,26.97428855,27.8285612,42.09781822,0.075994458
38.63986165,26.99193815,27.73021484,42.55273589,0.075906949
38.59428804,27.0036876,27.72799479,42.5395486,0.075750685
38.53367157,27.04641286,27.7235612,42.65567047,0.07558817
38.47439027,27.08278019,27.69102214,42.6540184,0.075438157
38.42107271,27.1102973,27.64028646,42.66374775,0.07536315
38.3520002,27.15993998,27.5724349,42.7391048,0.075194384
38.28969253,27.18832176,27.47289714,43.00788902,0.075006867
38.23058925,27.23755754,27.42253255,42.98287246,0.07481935
38.15065741,27.28775972,27.24520182,43.25810729,0.074681837
38.09235523,27.32829786,27.22722005,43.29016162,0.074519322
38.02844536,27.38577351,27.20017578,43.19784929,0.074325555
37.9475344,27.44350347,27.14103516,43.21981612,0.07416929
37.8842476,27.4887719,27.01445964,43.33591303,0.073956771
37.81659927,27.5304799,27.02370443,43.26666784,0.073800507
37.75384655,27.57656214,26.99989583,43.23383691,0.073575486
37.70515755,27.588159,26.94317708,43.27613096,0.073437973
37.66830701,27.60351975,26.89366536,43.36607217,0.07328796
37.65735866,27.58602274,26.92605469,43.24140867,0.073037937
37.6503268,27.57483279,26.92176432,43.21508601,0.072875422
37.6633224,27.52819104,27.00143229,43.08423012,0.072700406
37.67845426,27.48414333,27.05572917,43.000274,0.072550392
37.70658172,27.43333079,27.05246745,43.08677135,0.072381627
37.73737952,27.37977162,27.07902995,43.09352045,0.072250365
37.77761247,27.30983444,27.1688151,42.95332485,0.072156606
37.83368938,27.22514687,27.22089844,42.90280724,0.072012843
37.89261463,27.15205615,27.3308724,42.83700445,0.071900333
37.95848274,27.06975916,27.41294922,42.73560823,0.071825326
38.03067063,26.97886625,27.57897786,42.3115072,0.071812825
38.09511457,26.89351746,27.73929036,42.02587661,0.071712816
38.1611607,26.81905343,27.82463542,41.97191799,0.071712816
38.21180794,26.75155769,27.80513672,41.94531399,0.071675312
38.24865848,26.69515017,27.84467448,41.87360024,0.071700314
38.2894255,26.63904784,27.77720052,41.93730794,0.071681563
38.33535515,26.5803006,27.83783203,41.80802044,0.071737818
38.39659469,26.50156405,27.94422526,41.5646477,0.071787822
38.45160347,26.43503471,27.98265625,41.53595682,0.071819075
38.51328806,26.35172045,28.02182943,41.32015226,0.071819075
38.57826607,26.27186491,28.19404297,40.70421014,0.071862829
38.64724956,26.18951705,28.2826237,40.37191901,0.072000342
38.72406602,26.09974314,28.35197266,39.32280974,0.072006592
38.7985682,25.99252308,28.43439453,39.36890185,0.072019094
38.88499784,25.89018591,28.51695964,38.72729259,0.072075349
38.97374177,25.79232471,28.60002604,38.47238463,0.072106602
39.06026042,25.69278503,28.70746745,38.30984424,0.072187859
39.1437527,25.58973576,28.77826823,37.3794682,0.07219411
39.22092521,25.46949467,28.85431641,36.69782137,0.072181608
39.30121309,25.34035248,28.94324219,35.76004298,0.07219411
39.37553724,25.22346838,28.98860677,35.27331797,0.072181608
39.46508227,25.09773404,29.13119141,34.92522448,0.07219411
39.55987895,24.9583683,29.2060612,34.68966251,0.072144105
39.64087892,24.85053788,29.28928385,34.78891875,0.072137854
39.7162712,24.72714326,29.38557292,34.59029053,0.072131604
39.78952722,24.63309682,29.44763672,34.76609249,0.072125353
39.86420742,24.52033265,29.56639323,34.69212862,0.072137854
39.94316014,24.40182091,29.61776693,34.73256859,0.072144105
39.99434145,24.32013428,29.70548177,34.8045881,0.07219411
40.01837441,24.26662598,29.79934245,34.74101234,0.072237864
40.01730627,24.23483635,29.83912109,34.90323845,0.072381627
40.00867221,24.21194781,29.86757812,35.26336685,0.072556643
40.00769309,24.18905928,29.88964193,35.66565096,0.072675404
39.94663157,24.24663666,29.8836263,35.92380979,0.07296293
40.00715902,24.16840874,29.85421224,36.53806761,0.073000433
39.88779533,24.27003382,29.78702474,36.65944723,0.073319213
40.02148979,24.12624297,29.77182292,36.87439335,0.07329421
39.96559091,24.17313904,29.72207682,37.10447458,0.073437973
40.00502276,24.1316345,29.73907552,37.06512476,0.073437973
39.93559421,24.19231454,29.71608073,37.1706632,0.073625491
39.9955876,24.12191958,29.72277995,36.95795064,0.073612989
39.92607004,24.1720709,29.66026693,37.09169739,0.073694247
40.00520078,24.07370108,29.61398437,37.1198148,0.073644242
39.99229419,24.08305994,29.61139974,37.00926675,0.073644242
40.00431067,24.06912337,29.5734375,36.95230049,0.073531732
39.98837771,24.04206404,29.56621745,36.57906646,0.07350673
39.97787442,24.05569543,29.50157552,36.52713046,0.073494229
39.942003,24.06871646,29.45313802,36.66046711,0.073444224
39.8949162,24.10238804,29.3727474,36.70382535,0.073319213
39.83278655,24.14028127,29.25677083,36.75159002,0.07328796
39.76326899,24.18005646,29.15945964,36.71324757,0.073156698
39.70194044,24.21708502,29.07073568,36.75174224,0.073112944
39.64265914,24.25981028,29.00816406,36.90511962,0.072944178
39.59316904,24.29093868,28.97184896,37.00831295,0.072819167
39.54332291,24.31815061,28.90447917,37.07707872,0.072731659
39.48733501,24.3458203,28.75272786,37.22570236,0.072569144
39.42022075,24.39408967,28.63827474,37.47990089,0.072381627
39.35390758,24.43467867,28.54834635,37.5463795,0.072219112
39.29791969,24.47124946,28.49231771,37.61574108,0.0720941
39.23231861,24.51021083,28.43371094,37.79027998,0.07197534
39.18781313,24.52933547,28.44280599,37.6021606,0.071819075
39.14597798,24.53711757,28.31600911,37.65624801,0.071725317
39.1404593,24.52084128,28.41244792,37.60798896,0.071819075
39.1526538,24.48254114,28.39996094,37.63025715,0.071744068
39.178645,24.43259327,28.62661458,37.34962112,0.071800324
39.20490323,24.38127209,28.52278646,37.23712593,0.071819075
39.25474937,24.31194527,28.69823568,36.43417916,0.071831576
39.30477353,24.21744106,28.75667969,35.38335936,0.071819075
39.36013835,24.13722947,28.61650391,35.96923596,0.071806574
39.4230691,24.02471962,28.77702474,35.52017664,0.07165031
39.52267236,23.88764274,28.93896484,35.40141282,0.071606556
39.57883828,23.79496961,28.98552734,35.49549726,0.07143779
39.63642837,23.72360825,29.16340495,35.55402948,0.071256524
39.69170418,23.63149462,29.30095052,35.50092339,0.071256524
39.78810305,23.51145698,29.25230469,35.92981509,0.071450291
