@relation 'Garbage Smell'
@attribute In_Temperature numeric
@attribute In_Humidity numeric
@attribute SB-51-00 numeric
@attribute SP-11-00 numeric
@attribute SP-19-01 numeric
@attribute TGS2602-B00 numeric
@attribute TGS2620-C00 numeric
@attribute SP-31-00 numeric
@attribute SP3S-AQ2-01 numeric
@attribute Average {'1','2','3','4','5','6','7','8','9','10'}
@data
25.13280435,51.82284276,0.368464984,0.033346803,0.177941291,3.315409785,0.35520752,0.188185979,0.343831479,5
25.14312963,51.73713792,0.376909507,0.032934265,0.181466614,3.314540955,0.353701132,0.187935956,0.346944264,5
25.12461535,51.72533761,0.385179014,0.032202948,0.185548237,3.311984471,0.353819893,0.187467163,0.349869532,5
25.16066478,51.61379416,0.39441736,0.03232796,0.188898544,3.312872052,0.350950881,0.187192138,0.353732385,5
25.11874062,51.6583505,0.405455871,0.032159194,0.19464282,3.311121892,0.348669422,0.186242051,0.361114311,5
25.12523842,51.58459856,0.415769315,0.03210919,0.199061975,3.311053136,0.346437967,0.185692001,0.365389702,5
25.13057908,51.51283029,0.426145265,0.03189667,0.203481129,3.31055309,0.344056499,0.185041941,0.370202643,5
25.13057908,51.48760204,0.437546309,0.032246702,0.208362826,3.312134485,0.339656096,0.184223116,0.378072114,5
25.11900765,51.46985072,0.449447398,0.032709245,0.21386333,3.314947242,0.335155684,0.183198022,0.386691653,5
25.12853183,51.40708527,0.461173472,0.033059277,0.2184575,3.317641239,0.329836447,0.182472956,0.393967319,5
25.11891864,51.37900867,0.472918297,0.033465564,0.224226779,3.32070402,0.326429886,0.181272846,0.402524352,5
25.12951095,51.2802828,0.4849694,0.033521819,0.22915848,3.323079237,0.322485774,0.180454021,0.408893685,5
25.11037359,51.24925612,0.495626626,0.03342806,0.234196441,3.325066919,0.319616762,0.179522686,0.416075593,5
25.10734722,51.17362224,0.506433865,0.033284297,0.238828115,3.326342036,0.316635239,0.178735114,0.421976133,5
25.10084942,51.13120216,0.516953579,0.032953017,0.243391033,3.3275859,0.314078755,0.177947542,0.427970432,5
25.09995931,51.01370769,0.526385692,0.032484224,0.247228884,3.328998529,0.312197333,0.177334986,0.432564602,5
25.11963073,50.90653849,0.53761797,0.032496725,0.251466772,3.332892635,0.308190716,0.176453655,0.440690346,5
25.11339996,50.84906284,0.548187688,0.032021682,0.256473481,3.331992553,0.30594676,0.175497317,0.446859661,5
25.11633733,50.74347041,0.558982426,0.032140443,0.261017647,3.332061309,0.302183916,0.174690993,0.452060137,5
25.1120648,50.68869052,0.568108262,0.031696652,0.265230533,3.333392681,0.299908707,0.17389092,0.458110691,5
25.10485491,50.59449149,0.577502872,0.03157164,0.269530926,3.336280446,0.297195959,0.172997088,0.465030075,5
25.12550546,50.46128023,0.588591387,0.031577891,0.273600049,3.340130798,0.292558034,0.172103257,0.472499509,5
25.11090766,50.30024669,0.59354184,0.029227676,0.275718993,3.337755581,0.296602155,0.171965744,0.470943116,5
25.11295491,49.38109407,0.47481222,0.008150746,0.21495718,3.217407062,0.385216518,0.19158629,0.321248161,5
25.10930546,49.76129803,0.515065906,0.019301767,0.229389751,3.268205463,0.338724761,0.186154543,0.391317076,5
25.08571756,49.79278248,0.536892904,0.021414461,0.239571933,3.282538025,0.327398724,0.183004255,0.41473172,5
25.12149996,49.69395488,0.554788292,0.022227035,0.247022616,3.286313371,0.320598102,0.181110331,0.426320281,5
25.10761425,49.69242898,0.570639744,0.022358297,0.256079695,3.288563577,0.316110191,0.178835123,0.438333881,5
25.1258615,46.73782457,0.582197052,0.021583226,0.26236152,3.286250865,0.315597644,0.177647514,0.442653026,5
25.1201648,48.29633021,0.422844963,0.015282649,0.190942481,3.17729714,0.386285365,0.197961874,0.292264258,5
25.13129117,48.7468274,0.496151674,0.000862579,0.226702005,3.216425723,0.326623653,0.187860949,0.375621889,5
25.13752193,50.23702347,0.545824972,0.010932251,0.255435886,3.233596045,0.294458208,0.180216499,0.424082576,5
25.1364538,50.29399049,0.782546644,0.055717601,0.436502463,3.264305106,0.180791552,0.135018611,0.618244102,5
25.14134941,50.34561685,0.795272809,0.058624117,0.448903598,3.2620549,0.176128625,0.132062091,0.627588707,5
25.12942194,50.39937947,0.806048796,0.061524383,0.460329644,3.260542262,0.171884486,0.129468103,0.636208247,5
25.13280435,50.45721116,0.8197438,0.068556277,0.472474506,3.263186254,0.163471216,0.126411573,0.649271943,5
25.13004501,50.49734239,0.83612655,0.074894357,0.487607142,3.260436002,0.15794571,0.122361203,0.66147306,5
25.13743292,50.49988556,0.846133716,0.078550942,0.497333032,3.258442069,0.154420388,0.120179753,0.66802991,5
25.15087358,50.42298009,0.853028097,0.07700705,0.504371177,3.2544042,0.154701663,0.118910887,0.6690175,5
25.14633402,50.42364131,0.863247783,0.083063855,0.513622024,3.255029257,0.149588695,0.11654817,0.677630789,5
25.14971644,50.3801531,0.871673554,0.083288875,0.521516496,3.252354012,0.148244822,0.114891769,0.68146239,5
25.11411205,50.46840111,0.882980839,0.090783311,0.532705021,3.251222658,0.142806824,0.111841489,0.693450987,5
25.13244831,50.37115028,0.894831924,0.09535873,0.541430819,3.249985045,0.139331506,0.109591283,0.700664148,5
25.14419776,50.35584039,0.904757833,0.100496701,0.549719078,3.249728772,0.134956106,0.107422335,0.710177519,5
25.14019226,50.32522062,0.914514976,0.105140876,0.557569797,3.249116215,0.132312114,0.105409651,0.718547035,5
25.13467358,50.39480176,0.926491073,0.115904361,0.568039506,3.249666266,0.125255217,0.102384374,0.733260882,5
25.12817578,50.42547239,0.944148939,0.131587047,0.583672187,3.251247661,0.116729437,0.09721515,0.754056536,5
25.13084611,50.45593957,0.957425155,0.143294369,0.595998315,3.251647697,0.110653881,0.093327294,0.770095504,5
25.14793622,50.44113832,0.967888613,0.155314219,0.605099148,3.255029257,0.103303208,0.090502036,0.784709342,5
25.14072633,50.46361995,0.977445738,0.166058953,0.612724847,3.258160794,0.098258996,0.08825808,0.797085475,5
25.13939117,50.46875715,0.988196722,0.175559823,0.622419484,3.260154726,0.092652233,0.085014033,0.81024293,5
25.13244831,50.47669184,0.998947706,0.182691726,0.63242665,3.259054625,0.088601862,0.081882497,0.821950252,5
25.14108237,50.44505481,1.00751099,0.18819223,0.639877333,3.260154726,0.085170298,0.079769803,0.831126092,5
25.09702195,47.58932886,0.762657323,0.008700797,0.361245573,3.225520305,0.295227029,0.178110056,0.587166257,4
25.09346151,47.66165662,0.767395257,0.007338172,0.367052355,3.225757827,0.292170499,0.176934949,0.593729358,4
25.11188678,47.60184126,0.770801819,0.006588103,0.370321404,3.226282875,0.290857879,0.176228634,0.597754726,4
25.08589558,47.62045726,0.771114348,0.007219411,0.373127911,3.224957754,0.292801807,0.175753591,0.598148512,4
25.09755601,47.5392284,0.769195422,0.008350765,0.372384093,3.22283881,0.295908341,0.176059869,0.596298343,4
25.09613184,47.42504005,0.762582316,0.01026969,0.367696164,3.217975864,0.303515288,0.1774975,0.587403778,4
25.09675491,47.17891203,0.749743641,0.015157638,0.358445317,3.211944062,0.319122967,0.180085237,0.569845921,4
25.07218789,47.11523105,0.741380375,0.017595361,0.35171345,3.208925036,0.325698569,0.181829147,0.564032889,4
25.08963404,46.96843926,0.73520481,0.019145503,0.344131506,3.207793682,0.329617677,0.183129266,0.561132623,4
25.10084942,46.95521477,0.732298294,0.019370523,0.338637253,3.209506339,0.327523736,0.183954342,0.564039139,4
25.07913074,46.92505277,0.727622866,0.020108091,0.334761898,3.210693948,0.328505076,0.184341877,0.56601432,4
25.09381755,47.04681977,0.731867004,0.017645365,0.33434311,3.216156948,0.316728997,0.183798077,0.579821834,4
25.08892195,46.87739376,0.726666528,0.019951827,0.330186479,3.213356692,0.324654723,0.1845919,0.571758596,4
25.09123624,46.77526004,0.72089725,0.021420711,0.32374839,3.21388799,0.327086196,0.185679499,0.570508482,4
25.08331426,46.82876834,0.718834561,0.020733148,0.318079121,3.217650835,0.323217091,0.186404566,0.575965231,4
25.09185931,46.71366445,0.710827578,0.022795837,0.310478425,3.215400629,0.330130224,0.187810945,0.567683223,4
25.08224613,46.63065537,0.704364486,0.024927282,0.304552883,3.214575553,0.334518126,0.188829788,0.563320324,4
25.07690547,46.64398159,0.698195172,0.025102298,0.297833517,3.215463134,0.335974509,0.190004895,0.560401306,4
25.07325602,46.48945856,0.684168888,0.02872763,0.287357558,3.209775114,0.346769248,0.19223635,0.546931323,4
25.0966659,46.55990438,0.682349971,0.027640031,0.281238248,3.214638059,0.343200171,0.193023922,0.548919005,4
25.07646042,46.56397345,0.676086898,0.029140168,0.276712834,3.212294094,0.346606733,0.193855248,0.544262329,4
25.07975382,46.633402,0.67469302,0.027790044,0.274118846,3.2129004,0.345056591,0.194086519,0.545624953,4
25.10645711,46.763358,0.682299966,0.024420986,0.276731586,3.216982024,0.33161161,0.19289891,0.560732587,4
25.07183185,46.7197172,0.681518645,0.02545233,0.277337891,3.215513139,0.333449278,0.192617635,0.55858239,4
25.07423514,46.56575367,0.672874103,0.027771293,0.271849889,3.210637693,0.341887551,0.193955257,0.545974986,4
25.08295822,46.41107805,0.659341615,0.030871576,0.262011488,3.205549727,0.35236351,0.196092953,0.53171118,4
25.08402635,46.55700516,0.660079182,0.028890145,0.258561172,3.211362759,0.345656646,0.19639298,0.538693069,4
25.08562854,46.56605885,0.660460467,0.028358846,0.257986119,3.213044163,0.34286264,0.196099203,0.541537079,4
25.08625162,46.72775362,0.668179924,0.025221059,0.261961483,3.219288485,0.329330151,0.194830337,0.555338343,4
25.07868569,46.562651,0.663029452,0.02741501,0.2599613,3.2156319,0.337830929,0.195355385,0.543274738,4
25.08696371,46.62668803,0.664635849,0.025952376,0.260217574,3.21759458,0.330599017,0.195055358,0.549456554,4
25.07174283,46.73650212,0.667654876,0.024120958,0.261561447,3.220588604,0.323654631,0.194586565,0.555282088,4
25.07681646,46.67424531,0.670636399,0.023583409,0.263167844,3.223988915,0.319998047,0.193811494,0.559107438,4
25.05287251,46.59413545,0.657966489,0.026721196,0.256379722,3.213931744,0.333042991,0.195924187,0.541162045,4
25.0771725,46.59133796,0.657616457,0.025864868,0.254335785,3.216244456,0.329711436,0.196017946,0.54339975,4
25.0844714,46.62109305,0.658929077,0.024814772,0.254367038,3.219857287,0.325254778,0.195680415,0.546668799,4
25.07414613,46.58426795,0.653209803,0.026027383,0.251754299,3.215644401,0.330330243,0.19649924,0.538493051,4
25.0933725,46.60095115,0.651722167,0.025208558,0.24947284,3.216294461,0.326948683,0.196768015,0.540299466,4
25.06506701,46.6677348,0.652772263,0.024408485,0.25111049,3.219594763,0.323535871,0.196199213,0.544337336,4
25.07414613,46.58620076,0.646227914,0.025989879,0.248228976,3.218182133,0.331542854,0.196999286,0.533511344,4
25.07565932,46.62918034,0.644246483,0.025589843,0.246035025,3.215113102,0.328623836,0.19758684,0.534167655,4
25.08491646,46.56549935,0.636695791,0.027027474,0.241728381,3.212319097,0.335149434,0.198605683,0.52504807,4
25.08429338,46.59103278,0.631864099,0.027458764,0.238896872,3.209675105,0.337880934,0.19934325,0.519847593,4
25.0763714,46.62851911,0.627257427,0.027908805,0.23669042,3.209150056,0.339274812,0.199705784,0.518409962,4
25.09194832,46.32745861,0.592923034,0.037509684,0.220157656,3.18264763,0.382453765,0.204681239,0.462648607,4
25.07806261,46.37496503,0.573952547,0.041403791,0.211300595,3.172671717,0.398036441,0.207043955,0.443990649,4
25.09274942,46.69606572,0.584547267,0.035296982,0.214332123,3.18602919,0.373577952,0.205618825,0.47273703,4
25.09043514,46.74708171,0.587485036,0.033940607,0.215694747,3.189373246,0.367739918,0.205056273,0.4800502,4
25.08171206,46.73009333,0.586628707,0.034646922,0.216088533,3.192317265,0.369496328,0.204781248,0.480944032,4
25.08002085,46.66229241,0.583672187,0.035840781,0.214932178,3.189004462,0.373609205,0.205043772,0.477306199,4
25.10752524,45.18272679,0.586034903,0.034665674,0.215488479,3.191792217,0.369121294,0.204681239,0.483625527,4
25.08749777,45.11518018,0.488707242,0.037940974,0.17629114,3.55391287,0.287001276,0.195849181,0.526010658,4
25.10788128,45.16604359,0.50168343,0.035922039,0.183329284,3.550137525,0.283257183,0.194380296,0.529761001,4
