@relation 'Sensor Response'
@attribute In_Temperature numeric
@attribute In_Humidity numeric
@attribute Out_Temperature numeric
@attribute Out_Humidity numeric
@attribute TGS2620-C00 numeric
@data
38.09511457,26.89351746,27.73929036,42.02587661,1.401903348
38.1611607,26.81905343,27.82463542,41.97191799,1.401259539
38.21180794,26.75155769,27.80513672,41.94531399,1.401072022
38.24865848,26.69515017,27.84467448,41.87360024,1.400753243
38.2894255,26.63904784,27.77720052,41.93730794,1.400353206
38.33535515,26.5803006,27.83783203,41.80802044,1.399996924
38.39659469,26.50156405,27.94422526,41.5646477,1.399815657
38.45160347,26.43503471,27.98265625,41.53595682,1.399821908
38.51328806,26.35172045,28.02182943,41.32015226,1.399859411
38.57826607,26.27186491,28.19404297,40.70421014,1.400103183
38.64724956,26.18951705,28.2826237,40.37191901,1.400159438
38.72406602,26.09974314,28.35197266,39.32280974,1.400003174
38.7985682,25.99252308,28.43439453,39.36890185,1.39995942
38.88499784,25.89018591,28.51695964,38.72729259,1.400009425
38.97374177,25.79232471,28.60002604,38.47238463,1.399984422
39.06026042,25.69278503,28.70746745,38.30984424,1.399653142
39.1437527,25.58973576,28.77826823,37.3794682,1.399596887
39.22092521,25.46949467,28.85431641,36.69782137,1.399246855
39.30121309,25.34035248,28.94324219,35.76004298,1.398859319
39.37553724,25.22346838,28.98860677,35.27331797,1.398134253
39.46508227,25.09773404,29.13119141,34.92522448,1.397190417
39.55987895,24.9583683,29.2060612,34.68966251,1.39667787
39.64087892,24.85053788,29.28928385,34.78891875,1.395940302
39.7162712,24.72714326,29.38557292,34.59029053,1.395233987
39.78952722,24.63309682,29.44763672,34.76609249,1.394565176
39.86420742,24.52033265,29.56639323,34.69212862,1.393871363
39.94316014,24.40182091,29.61776693,34.73256859,1.393346315
39.99434145,24.32013428,29.70548177,34.8045881,1.392690005
40.01837441,24.26662598,29.79934245,34.74101234,1.392583745
40.01730627,24.23483635,29.83912109,34.90323845,1.39230872
40.00867221,24.21194781,29.86757812,35.26336685,1.392502487
40.00769309,24.18905928,29.88964193,35.66565096,1.392339973
39.94663157,24.24663666,29.8836263,35.92380979,1.392902524
40.00715902,24.16840874,29.85421224,36.53806761,1.392708756
39.88779533,24.27003382,29.78702474,36.65944723,1.393671344
40.02148979,24.12624297,29.77182292,36.87439335,1.393108793
39.96559091,24.17313904,29.72207682,37.10447458,1.393427572
40.00502276,24.1316345,29.73907552,37.06512476,1.393240055
39.93559421,24.19231454,29.71608073,37.1706632,1.394202643
