In_Temperature,In_Humidity,Out_Temperature,Out_Humidity,SP-31-00
35.22477811,28.92830803,30.90582031,40.14899067,0.077107059
35.21534295,29.00170392,30.82921224,40.54037976,0.076888289
35.22629129,29.04692149,30.73998698,41.46083209,0.07613197
35.22406602,29.11889321,30.60341146,42.1981181,0.075263141
35.21632207,29.18140434,30.33734375,42.68576058,0.074406812
35.2189924,29.23852394,30.21878255,42.97131162,0.073094192
35.20225834,29.32611073,30.10022786,43.12178459,0.072019094
35.20323746,29.37687241,29.94365234,43.39593598,0.070725225
35.21213855,29.4206658,29.81511719,43.46006847,0.069312596
35.19834185,29.49233234,29.65787109,43.57211199,0.06816249
35.18908471,29.55886168,29.59531901,43.50018689,0.067018636
35.19050889,29.60306198,29.52591797,43.41056268,0.065743519
35.18988581,29.63413952,29.34809896,43.49108137,0.064568411
35.18285395,29.67940795,29.34176432,43.20583906,0.063612074
35.15125505,29.75199003,29.24426432,43.13154218,0.062949513
35.17350779,29.75448234,29.14662109,43.10878698,0.061780656
35.17689021,29.78449175,29.09912109,42.99154852,0.060649303
35.15508253,29.82314794,29.00166016,43.04854911,0.059761721
35.15917703,29.8465451,28.88139974,43.19971972,0.059005402
35.14555835,29.88749015,28.74759766,43.32894169,0.058424099
35.16665395,29.87614761,28.73729818,43.3535742,0.057511515
35.14244297,29.9235523,28.67666016,43.41701808,0.057161483
35.13550011,29.94567788,28.63348307,43.57337706,0.056573929
35.1411078,29.9448132,28.56856771,43.61172238,0.055886367
35.14609242,29.96139467,28.56203776,43.70916464,0.055298813
35.12303858,30.0134788,28.50599609,43.84787211,0.054923778
35.14101879,30.01571679,28.41570964,44.12400317,0.05439248
35.15232319,30.01734442,28.37459635,44.15344982,0.05374242
35.13995066,30.0546273,28.36899089,44.11360146,0.05396119
35.15739681,30.05279622,28.40013021,44.15245844,0.053586156
37.59175759,27.16802726,28.5740625,43.90110288,0.041185021
39.04966812,25.68459602,28.75,43.57319093,0.039022323
39.44808118,25.30195061,28.66313802,44.14186531,0.038384764
39.56913609,25.20113934,28.55691406,44.11131199,0.038153493
39.59299102,25.19625645,28.51115885,44.1711773,0.038078486
39.59414817,25.21904326,28.5433724,44.17801913,0.037984728
39.53184049,25.30291702,28.47330078,44.61334812,0.037953475
39.54154269,25.33562219,28.51098307,44.49561132,0.037934723
39.58088553,25.31527682,28.52776042,44.15363182,0.037928472
39.50033061,25.40230411,28.55125651,43.45626869,0.037865967
39.39431856,25.51186389,28.37751953,43.0348988,0.03779721
39.27807024,25.62381425,28.27628255,42.38995906,0.037590942
39.37331197,25.52849622,28.6079362,41.94194281,0.037628445
39.5246306,25.36222375,28.92249349,41.08277164,0.037722204
39.65325144,25.22250197,28.99361328,40.34964584,0.037784709
39.75160856,25.10627909,29.07276693,39.6355568,0.03779096
39.69419649,25.14549477,28.73885417,38.18471329,0.037947224
39.71680527,25.08547595,29.12141927,38.1903969,0.037978477
39.78961624,24.98252842,29.22490885,37.34563765,0.038065985
39.87907225,24.8648305,29.35307292,37.09486747,0.03801598
39.96078431,24.75374482,29.38455729,36.8134254,0.038034732
40.00475573,24.67566949,29.57788411,36.51087926,0.038184746
39.98054475,24.65379822,29.53826172,35.44719256,0.038322259
40.01828539,24.58253859,29.66302083,35.07910654,0.038434769
39.94556344,24.59657689,29.75757161,35.52320215,0.038684792
40.00849419,24.50720989,29.8230013,34.78262039,0.038934815
39.88824038,24.57592635,29.91550781,34.56850616,0.039084828
40.02193484,24.38422217,29.81839193,34.35038754,0.038503525
39.9541975,24.39576816,29.97207031,34.60417826,0.038891061
40.02789858,24.28361435,29.97619141,34.01708164,0.039197339
39.76709646,24.47048651,29.89084635,33.05320887,0.038891061
40.02629638,24.1456728,30.00632812,33.27352769,0.03811599
40.00537881,24.0931309,30.0016862,33.0953833,0.038140992
40.00911727,24.03499402,30.03873047,32.39981429,0.038259753
39.92046235,24.05564457,30.02636719,32.56634982,0.038266003
40.00867221,23.93169045,29.94809245,32.91600615,0.038084737
39.82219425,24.03626561,29.80673177,32.9195207,0.038190996
40.01249968,23.78662801,29.82747396,33.61491723,0.03757844
39.98116782,23.77320007,29.69173828,33.29715727,0.037553438
39.99923705,23.70122835,29.50792318,32.65413132,0.037147151
39.93603927,23.68678314,29.42039062,32.70003835,0.037059643
39.86296127,23.70275425,29.31039714,32.6730422,0.036965884
39.77341624,23.71709773,29.23483073,32.82181326,0.036890877
39.69642176,23.72009868,29.15091146,32.90851134,0.036747114
39.61916025,23.73551029,29.03166016,33.02233613,0.036678358
39.54866356,23.73362834,28.94391276,33.11139261,0.036584599
39.47727677,23.74659851,28.80804688,33.15953023,0.036440836
39.38123395,23.75890745,28.69773437,33.10286249,0.036359579
39.34260319,23.7202004,28.76917969,33.15031916,0.036228317
39.31848122,23.669337,28.65011719,33.34259807,0.036190813
39.25145597,23.67330434,28.58534505,33.35697937,0.036072052
39.17188017,23.69370057,28.44366536,33.45337964,0.035978294
39.10129447,23.68988581,28.37222005,33.57388357,0.035853282
39.1031637,23.60296025,28.30313802,33.58387141,0.036015797
39.08918898,23.55738664,28.20924479,33.69187523,0.035790777
38.99074286,23.58149589,28.11227865,33.86264826,0.035665765
38.81610335,23.67081203,27.98606771,34.03975423,0.035309483
38.70181328,23.72004781,27.87571615,34.1119126,0.035228225
38.59437705,23.74959945,27.75285807,34.15969662,0.035084462
38.49468477,23.779558,27.67097656,34.33315936,0.034896945
38.38493426,23.83128608,27.54416016,34.39601362,0.034809437
38.30660461,23.83784746,27.45697266,34.5162909,0.03473443
38.20219476,23.87279062,27.39822266,34.55789619,0.034559414
38.11086951,23.89659469,27.28855469,34.65716162,0.034446904
38.04455634,23.90681824,27.21216797,34.7174183,0.034328143
38.07437502,23.80972,27.21901693,34.81247536,0.034434403
37.98322779,23.84384934,27.28959635,34.79884135,0.034178129
37.97405966,23.77681137,27.26048177,34.98153813,0.034134375
38.03948272,23.6572315,27.41654948,34.93465309,0.034171879
38.1196816,23.526716,27.46127604,35.0338457,0.034203131
