@relation 'Sensor Response'
@attribute In_Temperature numeric
@attribute In_Humidity numeric
@attribute Out_Temperature numeric
@attribute Out_Humidity numeric
@attribute TGS2602-B00 numeric
@data
39.22092521,25.46949467,28.85431641,36.69782137,0.972076496
39.30121309,25.34035248,28.94324219,35.76004298,0.975751833
39.37553724,25.22346838,28.98860677,35.27331797,0.979052135
39.46508227,25.09773404,29.13119141,34.92522448,0.982396191
39.55987895,24.9583683,29.2060612,34.68966251,0.984990179
39.64087892,24.85053788,29.28928385,34.78891875,0.986959109
39.7162712,24.72714326,29.38557292,34.59029053,0.98806546
39.78952722,24.63309682,29.44763672,34.76609249,0.989621853
39.86420742,24.52033265,29.56639323,34.69212862,0.990621944
39.94316014,24.40182091,29.61776693,34.73256859,0.991409516
39.99434145,24.32013428,29.70548177,34.8045881,0.991509525
40.01837441,24.26662598,29.79934245,34.74101234,0.990871967
40.01730627,24.23483635,29.83912109,34.90323845,0.989346827
40.00867221,24.21194781,29.86757812,35.26336685,0.987765433
40.00769309,24.18905928,29.88964193,35.66565096,0.986296548
39.94663157,24.24663666,29.8836263,35.92380979,0.983390032
40.00715902,24.16840874,29.85421224,36.53806761,0.982227426
39.88779533,24.27003382,29.78702474,36.65944723,0.979014631
40.02148979,24.12624297,29.77182292,36.87439335,0.979208399
39.96559091,24.17313904,29.72207682,37.10447458,0.976964444
40.00502276,24.1316345,29.73907552,37.06512476,0.975320543
39.93559421,24.19231454,29.71608073,37.1706632,0.972301517
39.9955876,24.12191958,29.72277995,36.95795064,0.971395184
39.92607004,24.1720709,29.66026693,37.09169739,0.968813698
40.00520078,24.07370108,29.61398437,37.1198148,0.968101132
39.99229419,24.08305994,29.61139974,37.00926675,0.965932184
40.00431067,24.06912337,29.5734375,36.95230049,0.964419545
39.98837771,24.04206404,29.56621745,36.57906646,0.962419362
39.97787442,24.05569543,29.50157552,36.52713046,0.960225411
39.942003,24.06871646,29.45313802,36.66046711,0.957425155
39.8949162,24.10238804,29.3727474,36.70382535,0.954906174
39.83278655,24.14028127,29.25677083,36.75159002,0.951968405
39.76326899,24.18005646,29.15945964,36.71324757,0.948811866
39.70194044,24.21708502,29.07073568,36.75174224,0.946317888
39.64265914,24.25981028,29.00816406,36.90511962,0.943273859
39.59316904,24.29093868,28.97184896,37.00831295,0.940792382
39.54332291,24.31815061,28.90447917,37.07707872,0.937992126
39.48733501,24.3458203,28.75272786,37.22570236,0.93531063
39.42022075,24.39408967,28.63827474,37.47990089,0.932122838
39.35390758,24.43467867,28.54834635,37.5463795,0.928610017
39.29791969,24.47124946,28.49231771,37.61574108,0.926053533
39.23231861,24.51021083,28.43371094,37.79027998,0.92274698
39.18781313,24.52933547,28.44280599,37.6021606,0.920190496
39.14597798,24.53711757,28.31600911,37.65624801,0.917621511
39.1404593,24.52084128,28.41244792,37.60798896,0.915665082
39.1526538,24.48254114,28.39996094,37.63025715,0.913733655
39.178645,24.43259327,28.62661458,37.34962112,0.911633463
39.20490323,24.38127209,28.52278646,37.23712593,0.909814546
39.25474937,24.31194527,28.69823568,36.43417916,0.907951875
39.30477353,24.21744106,28.75667969,35.38335936,0.906445488
39.36013835,24.13722947,28.61650391,35.96923596,0.904276539
39.4230691,24.02471962,28.77702474,35.52017664,0.902857659
