,,48,48,48,48,49,49,49,49,4B,4B,4B,4B
,,0,1,2,3,0,1,2,3,0,1,2,3
Temperatura,Humedad,SP3S-AQ2-01,TGS832-A00,TGS822,4 ó 1,NA,SK25F,NA,SB-51-00,4 ó 1,SP-31-00,TGS2602-B00,TGS2620-C00
30.046921492332345,27.45860990310521,1.6632772775827864,1.499949824507859,1.0204684266748054,0.8578910422707157,4.9000111094155345,-0.0003750343354188921,-0.0005625515031283383,2.9442070502060127,0.42772665954524647,0.03469067602624752,0.690250694338471,1.0485960018312224
30.033569848172732,27.504386968795302,1.663089760415077,1.4997623073401496,1.0204684266748054,0.8578910422707157,4.9000111094155345,-0.0003750343354188921,-0.0003750343354188921,2.9442070502060127,0.427539142377537,0.03469067602624752,0.690250694338471,1.0485960018312224
30.033569848172732,27.489127946898602,1.6629022432473675,1.4993872730047306,1.020280909507096,0.8578910422707157,4.9000111094155345,-0.00018751716770944605,-0.0005625515031283383,2.9442070502060127,0.42716410804211813,0.03469067602624752,0.690250694338471,1.0484084846635129
30.06294346532387,27.476920729381245,1.6629022432473675,1.4993872730047306,1.0200933923393865,0.8580785594384251,4.8998235922478255,-0.00018751716770944605,-0.0003750343354188921,2.9442070502060127,0.4269765908744087,0.03469067602624752,0.6900631771707615,1.0484084846635129
30.06294346532387,27.475394827191575,1.6627147260796582,1.4990122386693117,1.0199058751716772,0.8580785594384251,4.9000111094155345,-0.0003750343354188921,-0.0003750343354188921,2.9442070502060127,0.4267890737066992,0.03469067602624752,0.6900631771707615,1.0484084846635129
30.089646753643095,27.444876783398183,1.6625272089119487,1.4988247215016022,1.0200933923393865,0.8580785594384251,4.9000111094155345,-0.0003750343354188921,-0.0005625515031283383,2.9442070502060127,0.4264140393712803,0.03469067602624752,0.6900631771707615,1.0484084846635129
30.076295109483482,27.44945448996719,1.6623396917442392,1.498637204333893,1.0199058751716772,0.8580785594384251,4.8996360750801164,-0.0003750343354188921,-0.0005625515031283383,2.944019533038303,0.4262265222035709,0.03469067602624752,0.6900631771707615,1.0482209674958034
30.076295109483482,27.44945448996719,1.66215217457653,1.4984496871661834,1.0197183580039677,0.8580785594384251,4.9000111094155345,-0.0003750343354188921,-0.0003750343354188921,2.9438320158705937,0.42603900503586145,0.03450315885853808,0.6900631771707615,1.0482209674958034
30.089646753643095,27.41130693522545,1.6619646574088205,1.4984496871661834,1.0197183580039677,0.8582660766061346,4.9000111094155345,-0.00018751716770944605,-0.0005625515031283383,2.944019533038303,0.4256639707004426,0.03469067602624752,0.6900631771707615,1.0482209674958034
30.089646753643095,27.438773174639504,1.661777140241111,1.4980746528307645,1.0197183580039677,0.8582660766061346,4.9000111094155345,-0.00018751716770944605,-0.0003750343354188921,2.9438320158705937,0.4252889363650237,0.03469067602624752,0.690250694338471,1.048033450328094
30.089646753643095,27.425040054932477,1.6615896230734015,1.4978871356630552,1.0195308408362582,0.8582660766061346,4.9000111094155345,-0.0003750343354188921,-0.0003750343354188921,2.9438320158705937,0.4251014191973142,0.03450315885853808,0.6898756600030521,1.048033450328094
30.11902037079423,27.392996108949415,1.6614021059056923,1.4976996184953457,1.0193433236685487,0.8582660766061346,4.9000111094155345,-0.00018751716770944605,-0.0003750343354188921,2.944019533038303,0.4249139020296048,0.03450315885853808,0.6898756600030521,1.048033450328094
30.11902037079423,27.440299076829174,1.6614021059056923,1.4975121013276362,1.0193433236685487,0.8582660766061346,4.9000111094155345,-0.00018751716770944605,-0.0003750343354188921,2.9438320158705937,0.42453886769418586,0.03469067602624752,0.6898756600030521,1.048033450328094
30.145723659113457,27.380788891432058,1.6612145887379828,1.4975121013276362,1.0191558065008393,0.8582660766061346,4.9000111094155345,-0.00018751716770944605,-0.0005625515031283383,2.944019533038303,0.4243513505264764,0.03450315885853808,0.6900631771707615,1.0478459331603844
30.132372014953845,27.397573815518424,1.6610270715702733,1.4971370669922175,1.0191558065008393,0.858453593773844,4.9000111094155345,-0.00018751716770944605,-0.0005625515031283383,2.9438320158705937,0.424163833358767,0.03450315885853808,0.6898756600030521,1.0478459331603844
30.132372014953845,27.383840695811397,1.6608395544025638,1.496949549824508,1.0189682893331298,0.858453593773844,4.8998235922478255,-0.0003750343354188921,-0.0003750343354188921,2.9438320158705937,0.4237887990233481,0.03450315885853808,0.6898756600030521,1.0478459331603844
30.132372014953845,27.37010757610437,1.6606520372348543,1.4967620326567985,1.0189682893331298,0.858453593773844,4.9000111094155345,-0.0003750343354188921,-0.0003750343354188921,2.9438320158705937,0.42360128185563867,0.03450315885853808,0.6898756600030521,1.0478459331603844
30.145723659113457,27.339589532310978,1.6604645200671448,1.4967620326567985,1.0187807721654203,0.858453593773844,4.9000111094155345,-0.00018751716770944605,-0.0005625515031283383,2.9438320158705937,0.4234137646879292,0.03450315885853808,0.6898756600030521,1.0478459331603844
30.16174563210498,27.37010757610437,1.6604645200671448,1.496574515489089,1.018593254997711,0.858453593773844,4.9000111094155345,-0.00018751716770944605,-0.0003750343354188921,2.9436444987028842,0.4230387303525103,0.03450315885853808,0.6898756600030521,1.0478459331603844
30.175097276264594,27.385366598001067,1.660089485731726,1.4963869983213796,1.018593254997711,0.858453593773844,4.8998235922478255,-0.00018751716770944605,-0.0005625515031283383,2.9436444987028842,0.4228512131848009,0.03450315885853808,0.6898756600030521,1.047658415992675
30.16174563210498,27.315175097276263,1.660089485731726,1.49619948115367,1.0184057378300015,0.8586411109415535,4.9000111094155345,-0.0003750343354188921,-0.0003750343354188921,2.9436444987028842,0.422476178849382,0.03450315885853808,0.6898756600030521,1.047658415992675
