,,48,48,48,48,49,49,49,49,4B,4B,4B,4B
,,0,1,2,3,0,1,2,3,0,1,2,3
Temperatura,Humedad,SP3S-AQ2-01,TGS832-A00,TGS822,4 ó 1,NA,SK25F,NA,SB-51-00,4 ó 1,SP-31-00,TGS2602-B00,TGS2620-C00
30.06294346532387,28.35431448844129,1.7185948420570731,1.6158354341522967,1.086286952540821,0.9068330230428812,4.9000111094155345,-0.00018751716770944605,-0.0003750343354188921,2.9072661681672516,0.549425301388677,0.03862853654814589,0.7046895162520983,1.0999757057836106
30.06294346532387,28.35431448844129,1.7184073248893637,1.6154603998168777,1.0860994353731117,0.9066455058751717,4.8998235922478255,-0.00018751716770944605,-0.0005625515031283383,2.907078650999542,0.5492377842209676,0.038816053715855336,0.7048770334198078,1.0999757057836106
30.06294346532387,28.342107270923933,1.718032290553945,1.6148978483137495,1.0860994353731117,0.9068330230428812,4.9000111094155345,-0.0003750343354188921,-0.0005625515031283383,2.907078650999542,0.5488627498855486,0.038816053715855336,0.7048770334198078,1.099788188615901
30.06294346532387,28.31464103150988,1.7178447733862354,1.6145228139783308,1.0859119182054022,0.9068330230428812,4.9000111094155345,-0.00018751716770944605,-0.0005625515031283383,2.9068911338318326,0.5486752327178391,0.03862853654814589,0.7046895162520983,1.0996006714481916
30.076295109483482,28.342107270923933,1.7174697390508165,1.6139602624752023,1.0857244010376927,0.9068330230428812,4.8998235922478255,-0.00018751716770944605,-0.0003750343354188921,2.907078650999542,0.5483001983824203,0.03862853654814589,0.7046895162520983,1.0996006714481916
30.102998397802708,28.300907911802852,1.717282221883107,1.6133977109720739,1.0855368838699833,0.9068330230428812,4.8998235922478255,-0.00018751716770944605,-0.0003750343354188921,2.907078650999542,0.5479251640470014,0.03862853654814589,0.7046895162520983,1.0994131542804821
30.076295109483482,28.285648889906156,1.716907187547688,1.613022676636655,1.0853493667022738,0.9070205402105906,4.9000111094155345,-0.00018751716770944605,-0.0003750343354188921,2.9068911338318326,0.5477376468792919,0.03862853654814589,0.7046895162520983,1.0994131542804821
30.11902037079423,28.259708552681772,1.7167196703799785,1.6124601251335267,1.0851618495345643,0.9070205402105906,4.9000111094155345,-0.00018751716770944605,-0.0003750343354188921,2.9068911338318326,0.547362612543873,0.03862853654814589,0.7046895162520983,1.0992256371127729
30.132372014953845,28.31769283588922,1.7163446360445598,1.6120850907981077,1.0849743323668548,0.9072080573783001,4.9000111094155345,-0.00018751716770944605,-0.0003750343354188921,2.906703616664123,0.5469875782084541,0.03862853654814589,0.7046895162520983,1.0990381199450634
30.11902037079423,28.259708552681772,1.7161571188768503,1.611710056462689,1.0849743323668548,0.9070205402105906,4.9000111094155345,-0.00018751716770944605,-0.0005625515031283383,2.907078650999542,0.5468000610407446,0.03862853654814589,0.7046895162520983,1.0990381199450634
30.11902037079423,28.2734416723888,1.7159696017091408,1.6111475049595605,1.0847868151991455,0.9072080573783001,4.8998235922478255,-0.00018751716770944605,-0.0003750343354188921,2.906703616664123,0.5466125438730353,0.03844101938043644,0.7046895162520983,1.098850602777354
30.188448920424207,28.194094758525978,1.7155945673737218,1.610584953456432,1.084599298031436,0.9072080573783001,4.9000111094155345,-0.00018751716770944605,-0.0003750343354188921,2.906703616664123,0.5462375095376164,0.03844101938043644,0.7046895162520983,1.098850602777354
30.16174563210498,28.2230869001297,1.7154070502060124,1.6102099191210133,1.0844117808637266,0.9072080573783001,4.8998235922478255,-0.00018751716770944605,-0.0003750343354188921,2.9068911338318326,0.5460499923699069,0.03844101938043644,0.7046895162520983,1.0986630856096447
30.16174563210498,28.194094758525978,1.715219533038303,1.6100224019533038,1.084224263696017,0.9073955745460094,4.9000111094155345,-0.00018751716770944605,-0.0005625515031283383,2.906703616664123,0.5456749580344881,0.03844101938043644,0.7046895162520983,1.0986630856096447
30.188448920424207,28.18036163881895,1.7148444987028844,1.6094598504501754,1.0840367465283076,0.9073955745460094,4.8998235922478255,-0.00018751716770944605,-0.0005625515031283383,2.906703616664123,0.5454874408667786,0.03844101938043644,0.7046895162520983,1.0984755684419352
30.201800564583806,28.166628519111924,1.7146569815351749,1.6088972989470474,1.0838492293605981,0.9075830917137189,4.9000111094155345,-0.00018751716770944605,-0.0003750343354188921,2.906703616664123,0.5451124065313597,0.03844101938043644,0.7046895162520983,1.0984755684419352
30.175097276264594,28.195620660715647,1.7144694643674654,1.6085222646116284,1.0836617121928886,0.9075830917137189,4.9000111094155345,-0.00018751716770944605,-0.0003750343354188921,2.9068911338318326,0.5449248893636502,0.038253502212727,0.7046895162520983,1.0982880512742257
30.217822537575344,28.168154421301594,1.7140944300320464,1.6081472302762094,1.0836617121928886,0.9075830917137189,4.8998235922478255,-0.0003750343354188921,-0.0005625515031283383,2.906703616664123,0.5445498550282313,0.03844101938043644,0.7046895162520983,1.0982880512742257
30.217822537575344,28.14068818188754,1.7139069128643372,1.6075846787730812,1.0834741950251794,0.9075830917137189,4.9000111094155345,-0.00018751716770944605,-0.0005625515031283383,2.906703616664123,0.5443623378605219,0.03844101938043644,0.7046895162520983,1.0981005341065162
30.231174181734957,28.18493934538796,1.7137193956966277,1.6073971616053717,1.0834741950251794,0.9075830917137189,4.9000111094155345,-0.00018751716770944605,-0.0003750343354188921,2.9068911338318326,0.5439873035251029,0.03844101938043644,0.7046895162520983,1.0979130169388067
30.244525825894556,28.154421301594567,1.7133443613612087,1.6070221272699527,1.0830991606897604,0.9077706088814284,4.9000111094155345,-0.00018751716770944605,-0.0003750343354188921,2.906703616664123,0.5437997863573937,0.038253502212727,0.7045019990843889,1.0979130169388067
