Ch,Med1,Med2,Med3,Med4,Med5,Med6,Med7,Med8,Med9,Med10
0,39.60,39.63,39.69,39.76,39.78,39.80,39.77,39.83,39.89,39.87,39.76,39.80,39.82,39.84,39.86,39.84,39.90,39.91,39.91,40.08,40.13,
0,23.48,23.46,23.37,23.31,23.32,23.28,23.28,23.24,23.18,23.22,23.23,23.36,23.22,23.29,23.24,23.25,23.23,23.21,23.18,23.14,22.99,
0,1.69299,1.69280,1.69318,1.69261,1.69168,1.69093,1.69149,1.69168,1.69111,1.69036,1.68999,1.69018,1.68999,1.69018,1.69018,1.69018,1.68924,1.68886,1.68886,1.68943,1.68886,
1,1.76912,1.76968,1.77080,1.77174,1.77174,1.77230,1.77305,1.77324,1.77343,1.77343,1.77287,1.77230,1.77174,1.77118,1.77062,1.76912,1.76574,1.76480,1.76293,1.76068,1.75843,
2,1.25723,1.25723,1.25760,1.25816,1.25854,1.25854,1.25854,1.25891,1.25910,1.25910,1.25948,1.25966,1.25929,1.25910,1.25835,1.25798,1.25723,1.25666,1.25629,1.25610,1.25573,
3,1.04872,1.04891,1.04947,1.05059,1.05172,1.05209,1.05209,1.05247,1.05247,1.05172,1.05059,1.04984,1.04909,1.04853,1.04797,1.04666,1.04441,1.04366,1.04234,1.04159,1.04066,
0,4.73471,4.73471,4.73452,4.73471,4.73452,4.73452,4.73452,4.73471,4.73471,4.73452,4.73471,4.73452,4.73471,4.73471,4.73452,4.73471,4.73471,4.73471,4.73452,4.73471,4.73471,
1,0.00356,0.00356,0.00356,0.00356,0.00356,0.00356,0.00356,0.00356,0.00356,0.00356,0.00356,0.00356,0.00356,0.00356,0.00356,0.00356,0.00356,0.00356,0.00356,0.00356,0.00356,
2,0.00319,0.00319,0.00319,0.00319,0.00319,0.00319,0.00319,0.00319,0.00319,0.00319,0.00319,0.00338,0.00319,0.00319,0.00338,0.00319,0.00319,0.00338,0.00319,0.00319,0.00319,
3,2.58158,2.58120,2.58083,2.58045,2.58045,2.57970,2.57914,2.57877,2.57839,2.57858,2.57839,2.57839,2.57858,2.57858,2.57839,2.57895,2.57933,2.57970,2.58064,2.58177,2.58233,
0,0.54002,0.53945,0.53889,0.53795,0.53739,0.53683,0.53627,0.53552,0.53477,0.53420,0.53383,0.53327,0.53270,0.53233,0.53177,0.53139,0.53083,0.53045,0.52989,0.52914,0.52839,
1,0.04481,0.04481,0.04481,0.04481,0.04481,0.04481,0.04481,0.04481,0.04481,0.04481,0.04481,0.04463,0.04481,0.04463,0.04463,0.04481,0.04463,0.04463,0.04463,0.04463,0.04463,
2,0.58146,0.58183,0.58164,0.58033,0.57921,0.57902,0.57864,0.57883,0.57902,0.57939,0.57958,0.57996,0.58052,0.58108,0.58183,0.58127,0.58108,0.58146,0.58127,0.58071,0.58071,
3,1.19422,1.19441,1.19479,1.19516,1.19535,1.19535,1.19516,1.19516,1.19516,1.19516,1.19460,1.19460,1.19460,1.19460,1.19460,1.19497,1.19516,1.19497,1.19497,1.19516,1.19535,
