,Unnamed: 0,Date,Time,In_Temperature,In_Humidity,SB-51-00,SP-11-00,SP-19-01,TGS2602-B00,TGS2620-C00,SP-31-00,SP3S-AQ2-01,Intensity
0,0,08/01/2021,14:16:35,23.90293990488542,34.200096640472026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4
1,1,08/01/2021,14:36:35,24.364728770885776,33.51613641565576,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4
2,2,08/01/2021,14:56:35,24.53705399150581,33.230792706187536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4
3,3,08/01/2021,15:16:35,24.62561989776457,33.072760102744084,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4
4,4,08/01/2021,15:36:35,24.682319879962368,32.97581445029373,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4
5,5,08/01/2021,15:56:35,24.714630858828613,32.87495231555657,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4
6,6,08/01/2021,16:16:35,24.748989089799338,32.80613412680246,0.173672150160232,0.052117271478712,0.065337231802228,0.4358836563406075,1.2942059880970556,0.2603238333587671,1.5613366946436738,3
7,7,08/01/2021,16:36:35,24.776226443884948,32.72851656875461,0.1728783274835952,0.0556550953761637,0.0659997924614679,0.4337459606287197,1.298043839462842,0.2608488814283535,1.5659871204028686,3
8,8,08/01/2021,16:56:35,24.80515500623077,32.64637216754406,0.1707843857775071,0.0578427956661072,0.0663935785136577,0.433964730657714,1.3006753303830314,0.2612301663360293,1.568587358461774,3
9,9,08/01/2021,17:16:35,24.820286869611657,32.57511253528649,0.1693842575919419,0.0605305417366093,0.0668123668548755,0.4330959011139936,1.3033318235922482,0.2615176926598506,1.572037674347629,3
10,10,08/01/2021,17:36:35,24.83132422878361,32.518450700643434,0.1683154097359991,0.0631557820845415,0.0672561574851213,0.4322458232870441,1.3065821211658788,0.2618552235617276,1.5760692934533802,3
11,11,08/01/2021,17:56:35,24.85072861829556,32.42847333485924,0.1665840012208153,0.0650747077674347,0.0674249229360599,0.4322520738593012,1.308388536548147,0.2620052372958951,1.578519517778117,3
12,12,08/01/2021,18:16:35,24.872803336639446,32.38325576663869,0.165727672821609,0.0671248954677243,0.0676374423927972,0.4321145612696475,1.3113200549366708,0.2622115061803755,1.5815635464672666,3
13,13,08/01/2021,18:36:35,24.875384654510302,32.352025635156785,0.1654964016481002,0.0689750648557915,0.0677562032656798,0.431602014344575,1.3139202929955751,0.2623677704868,1.5838887593468638,3
14,14,08/01/2021,18:56:35,24.87858904910861,32.33488466722617,0.1651588707462234,0.0706627193651762,0.0678499618495345,0.4314645017549214,1.3162830093087146,0.2625490370822524,1.585707675873647,3
15,15,08/01/2021,19:16:35,24.87698685180946,32.28905673812975,0.1646588249656644,0.0722691164352208,0.0679624721501602,0.4310769662749886,1.3177581443613622,0.2625865405157943,1.5866640134289638,3
16,16,08/01/2021,19:36:35,24.88045827929096,32.22293430991074,0.1640775217457659,0.0737192491988405,0.0680999847398138,0.430526915916374,1.318126928124524,0.2627240531054479,1.5868702823134435,3
17,17,08/01/2021,19:56:35,24.881437399862666,32.15762569619287,0.1636899862658327,0.0745443247367619,0.0682187456126964,0.4301143781474132,1.3168268090950712,0.2627365542499619,1.585107620936976,3
18,18,08/01/2021,20:16:35,24.889537397319486,32.089672185346245,0.1643650480695861,0.0753631497024263,0.0682875019075233,0.4295268243552573,1.3162455058751723,0.2627490553944759,1.584395055699679,3
19,19,08/01/2021,20:36:35,24.882772564278625,32.052287581699346,0.1645525652372943,0.0759444529223258,0.0682562490462384,0.429720592095224,1.3158704715397531,0.2627428048222189,1.5832199481153677,3
20,20,08/01/2021,20:56:35,24.890071463085874,32.054016937514305,0.1659151899893176,0.0762882343964598,0.0682374973294673,0.4294018129101175,1.316101742713262,0.2627428048222189,1.5824698794445302,3
21,21,08/01/2021,21:16:35,24.896213219399307,32.08209353780422,0.1679903799786362,0.076450749275141,0.0681187364565847,0.4293330566152907,1.3161767495803458,0.2627240531054479,1.581113505264764,3
22,22,08/01/2021,21:36:35,24.89808244958165,32.09521629663538,0.1687341980772152,0.0767445261712187,0.068037479017244,0.4294705692049445,1.3164205218983682,0.2626990508164201,1.5797571310850005,3
23,23,08/01/2021,21:56:35,24.88063630121308,32.11637547366547,0.1697280390660771,0.0774633419807723,0.0680749824507859,0.428870514268274,1.3175393743323671,0.2626990508164201,1.5796508713566313,3
24,24,08/01/2021,22:16:35,24.88366267388927,32.135754431474275,0.1698968045170144,0.0779946406226155,0.068043729589501,0.4285642362276818,1.318208185563864,0.2626677979551352,1.5789633084083623,3
25,25,08/01/2021,22:36:35,24.867640700897724,32.1449098446123,0.1700905722569823,0.0787947138715093,0.068037479017244,0.4279766824355257,1.319445798870747,0.2627428048222189,1.5793820967495809,3
26,26,08/01/2021,22:56:35,24.85500114442664,32.16678110933089,0.1708843949336187,0.0793260125133525,0.0679624721501602,0.4280329375858385,1.3199270929345344,0.2626865496719061,1.5781007294368985,3
27,27,08/01/2021,23:16:35,24.8407593906564,32.18122631672642,0.1720282496566456,0.0798760628719671,0.0678437112772776,0.4276641538226761,1.3202208698306126,0.2626240439493362,1.577250651609951,3
28,28,08/01/2021,23:36:35,24.821889066910806,32.21286335545891,0.1738159133221426,0.0804511155196092,0.0677374515489089,0.4271016023195481,1.3202583732641544,0.2625615382267665,1.5760442911643522,3
29,29,08/01/2021,23:56:35,24.810050609089284,32.21484702830548,0.1754348115366997,0.0809636624446817,0.0675624355257134,0.4270203448802075,1.320170865252557,0.2625552876545095,1.5749316893026104,3
